ticker,cik,symbol,description,gics_sector,equity_securities,cap_size,sector_revenue_total_(trillions),total_cap_(trillions)
GNL,1526113,GNL,"Global Net Lease, Inc",Real Estate,REITs,Small cap,0.6,46.3
SANA,1770121,SANA,"Sana Biotechnology, Inc.",Health Care,Common stocks,Small cap,2.8,46.3
UAN,1425292,UAN,CVR Partners LP,Materials,MLPs,Small cap,0.9,46.3
GOGO,1537054,GOGO,Gogo Inc,Communication Services,Common stocks,Small cap,1.6,46.3
OFG,1030469,OFG,OFG Bancorp,Financials,Common stocks,Small cap,2.7,46.3
PX,1841968,PX,"P10, Inc.",Financials,Common stocks,Small cap,2.7,46.3
CMP,1227654,CMP,Compass Minerals International Inc,Materials,Common stocks,Small cap,0.9,46.3
TBBK,1295401,TBBK,Bancorp Inc,Financials,Common stocks,Small cap,2.7,46.3
AKR,899629,AKR,Acadia Realty Trust,Real Estate,REITs,Small cap,0.6,46.3
FRG,1528930,FRG,"Franchise Group, Inc.",Consumer Discretionary,Common stocks,Small cap,2.9,46.3
FBNC,811589,FBNC,First Bancorp,Financials,Common stocks,Small cap,2.7,46.3
BALY,1747079,BALY,Ballys Corporation,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
ROCK,912562,ROCK,Gibraltar Industries Inc,Industrials,Common stocks,Small cap,2.7,46.3
SNDX,1395937,SNDX,Syndax Pharmaceuticals Inc,Health Care,Common stocks,Small cap,2.8,46.3
NXRT,1620393,NXRT,"NexPoint Residential Trust, Inc",Real Estate,REITs,Small cap,0.6,46.3
DADA,1793862,DADA,Dada Nexus Limited ADRs,Consumer Discretionary,ADRs,Mid cap,2.9,46.3
STC,94344,STC,Stewart Info Services Corp,Financials,Common stocks,Small cap,2.7,46.3
EXFY,1476840,EXFY,"Expensify, Inc.",Information Technology,Common stocks,Small cap,5.8,46.3
HMY,1023514,HMY,Harmony Gold Mining Company Limited ADRs,Materials,ADRs,Mid cap,0.9,46.3
CMRE,1503584,CMRE,Costamare Inc,Industrials,Common stocks,Small cap,2.7,46.3
MNRL,1745797,MNRL,"Brigham Minerals, Inc. Class A",Energy,Common stocks,Small cap,2.2,46.3
SOS,1346610,SOS,SOS Limited ADRs of Class A,Industrials,ADRs,Micro cap,2.7,46.3
AFYA,1771007,AFYA,Afya Limited - Class A,Consumer Staples,Common stocks,Small cap,2.6,46.3
CRSR,1743759,CRSR,"Corsair Gaming, Inc.",Information Technology,Common stocks,Small cap,5.8,46.3
DFIN,1669811,DFIN,Donnelley Financial Solutions Inc,Financials,Common stocks,Small cap,2.7,46.3
EAT,703351,EAT,Brinker International Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
CODI,1345126,CODI,Compass Diversified Holdings,Financials,MLPs,Small cap,2.7,46.3
CLMT,1340122,CLMT,Calumet Specialty Products Partners LP,Energy,MLPs,Small cap,2.2,46.3
HNI,48287,HNI,Hni Corp,Industrials,Common stocks,Small cap,2.7,46.3
RILY,1464790,RILY,B Riley Financial Inc,Financials,Common stocks,Small cap,2.7,46.3
MEG,1643615,MEG,"Montrose Environmental Group, Inc.",Industrials,Common stocks,Small cap,2.7,46.3
COHU,21535,COHU,Cohu Inc,Information Technology,Common stocks,Small cap,5.8,46.3
CHEF,1517175,CHEF,Chefs Warehouse Inc,Consumer Staples,Common stocks,Small cap,2.6,46.3
NEO,1077183,NEO,Neogenomics Inc,Health Care,Common stocks,Mid cap,2.8,46.3
KFRC,930420,KFRC,Kforce Inc,Industrials,Common stocks,Small cap,2.7,46.3
BUSE,314489,BUSE,First Busey Corp,Financials,Common stocks,Small cap,2.7,46.3
CHCO,726854,CHCO,City Holding,Financials,Common stocks,Small cap,2.7,46.3
SAFT,1172052,SAFT,Safety Insurance Group Inc,Financials,Common stocks,Small cap,2.7,46.3
LC,1409970,LC,LendingClub Corp,Financials,Common stocks,Small cap,2.7,46.3
GVA,861459,GVA,Granite Construction Inc,Industrials,Common stocks,Small cap,2.7,46.3
PTRA,1820630,PTRA,Proterra Inc,Industrials,Common stocks,Small cap,2.7,46.3
BGS,1278027,BGS,B And G Foods Inc,Consumer Staples,Common stocks,Small cap,2.6,46.3
FINV,1691445,FINV,FinVolution Group ADRs,Financials,ADRs,Small cap,2.7,46.3
DIN,49754,DIN,"Dine Brands Global, Inc.",Consumer Discretionary,Common stocks,Small cap,2.9,46.3
JWSM,1831359,JWSM,Jaws Mustang Acquisition Corp. Class A,Financials,Common stocks,Micro cap,2.7,46.3
HRT,1859285,HRT,HireRight Holdings Corp,Industrials,Common stocks,Small cap,2.7,46.3
FCF,712537,FCF,First Commonwealth Financial Corp,Financials,Common stocks,Small cap,2.7,46.3
ALEX,1545654,ALEX,"Alexander & Baldwin, Inc",Real Estate,REITs,Small cap,0.6,46.3
GSM,1639877,GSM,Ferroglobe Plc,Materials,Common stocks,Small cap,0.9,46.3
ARKO,1823794,ARKO,ARKO Corp.,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
ATAX,1059142,ATAX,America First Multifamily Investors LP,Financials,MLPs,Small cap,2.7,46.3
DCOM,846617,DCOM,Dime Community Bancshares Inc,Financials,Common stocks,Small cap,2.7,46.3
DSGN,1807120,DSGN,"Design Therapeutics, Inc.",Health Care,Common stocks,Small cap,2.8,46.3
CANO,1800682,CANO,"Cano Health, Inc. Class A",Health Care,Common stocks,Micro cap,2.8,46.3
SAVA,1069530,SAVA,"Cassava Sciences, Inc.",Health Care,Common stocks,Small cap,2.8,46.3
TMCI,1630627,TMCI,"Treace Medical Concepts, Inc",Health Care,Common stocks,Small cap,2.8,46.3
PSFE,1833835,PSFE,Paysafe Limited,Information Technology,Common stocks,Small cap,5.8,46.3
DNOW,1599617,DNOW,Now Inc,Industrials,Common stocks,Small cap,2.7,46.3
TIGO,912958,TIGO,Millicom International Cellular S.A.,Communication Services,Common stocks,Mid cap,1.6,46.3
CINT,1868995,CINT,CI&T Inc,Information Technology,Common stocks,Small cap,5.8,46.3
OSCR,1568651,OSCR,"Oscar Health, Inc.",Financials,Common stocks,Small cap,2.7,46.3
GDEV,1848739,GDEV,Nexters Inc.,Communication Services,Common stocks,Small cap,1.6,46.3
FVRR,1762301,FVRR,Fiverr International Ltd.,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
CFFN,1490906,CFFN,Capitol Federal Financial Inc,Financials,Common stocks,Small cap,2.7,46.3
ESRT,1541401,ESRT,"Empire State Realty Trust, Inc",Real Estate,REITs,Small cap,0.6,46.3
AAC,1829432,AAC,Ares Acquisition Corporation Class A,Financials,Common stocks,Small cap,2.7,46.3
EBS,1367644,EBS,Emergent Biosolutions Inc,Health Care,Common stocks,Small cap,2.8,46.3
MARA,1507605,MARA,Marathon Patent Group Inc,Information Technology,Common stocks,Small cap,5.8,46.3
BYND,1655210,BYND,"Beyond Meat, Inc.",Consumer Staples,Common stocks,Small cap,2.6,46.3
PCT,1830033,PCT,"PureCycle Technologies, Inc.",Materials,Common stocks,Small cap,0.9,46.3
KN,1587523,KN,Knowles Corp,Information Technology,Common stocks,Small cap,5.8,46.3
CGAU,1854640,CGAU,Centerra Gold Inc.,Materials,Common stocks,Small cap,0.9,46.3
UCTT,1275014,UCTT,Ultra Clean Holdings Inc,Information Technology,Common stocks,Small cap,5.8,46.3
HIMS,1773751,HIMS,"Hims & Hers Health, Inc. Class A",Health Care,Common stocks,Small cap,2.8,46.3
FLGT,1674930,FLGT,Fulgent Genetics Inc,Health Care,Common stocks,Small cap,2.8,46.3
OLO,1431695,OLO,Olo Inc.,Information Technology,Common stocks,Small cap,5.8,46.3
LPRO,1806201,LPRO,Open Lending Corp. - Class A,Financials,Common stocks,Small cap,2.7,46.3
GDYN,1743725,GDYN,"Grid Dynamics Holdings, Inc. - Class A",Information Technology,Common stocks,Small cap,5.8,46.3
VCEL,887359,VCEL,Vericel Corp,Health Care,Common stocks,Small cap,2.8,46.3
TARO,906338,TARO,Taro Pharmaceutical Industries Ltd,Health Care,Common stocks,Small cap,2.8,46.3
RADI,1810739,RADI,"Radius Global Infrastructure, Inc.",Communication Services,Common stocks,Small cap,1.6,46.3
ENVA,1529864,ENVA,Enova International Inc,Financials,Common stocks,Small cap,2.7,46.3
VRE,924901,VRE,"Veris Residential, Inc.",Real Estate,REITs,Small cap,0.6,46.3
SBSI,705432,SBSI,Southside Bancshares Inc,Financials,Common stocks,Small cap,2.7,46.3
VERU,863894,VERU,Veru Inc.,Consumer Staples,Common stocks,Micro cap,2.6,46.3
CLS,1030894,CLS,Celestica,Information Technology,Common stocks,Small cap,5.8,46.3
UVV,102037,UVV,Universal Corp,Consumer Staples,Common stocks,Small cap,2.6,46.3
DGII,854775,DGII,Digi International Inc,Information Technology,Common stocks,Small cap,5.8,46.3
PGTI,1354327,PGTI,PGT Innovations Inc,Industrials,Common stocks,Small cap,2.7,46.3
BIGC,1626450,BIGC,"BigCommerce Holdings, Inc. - Series 1",Information Technology,Common stocks,Small cap,5.8,46.3
NGM,1426332,NGM,"NGM Biopharmaceuticals, Inc.",Health Care,Common stocks,Small cap,2.8,46.3
SSP,832428,SSP,Ew Scripps Class A,Communication Services,Common stocks,Small cap,1.6,46.3
OCFC,1004702,OCFC,Oceanfirst Financial Corp,Financials,Common stocks,Small cap,2.7,46.3
LPI,1528129,LPI,Laredo Petroleum Inc,Energy,Common stocks,Small cap,2.2,46.3
CNXN,1050377,CNXN,"PC Connection, Inc.",Information Technology,Common stocks,Small cap,5.8,46.3
DBI,1319947,DBI,Designer Brands Inc. Class A,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
SAND,1434614,SAND,Sandstorm Gold Ltd,Industrials,Common stocks,Small cap,2.7,46.3
ECVT,1708035,ECVT,Ecovyst Inc.,Materials,Common stocks,Small cap,0.9,46.3
STBA,719220,STBA,"S&T Bancorp, Inc.",Financials,Common stocks,Small cap,2.7,46.3
MAG,1230992,MAG,Mag Silver Corporation,Materials,Common stocks,Small cap,0.9,46.3
ADPT,1478320,ADPT,Adaptive Biotechnologies Corporation,Health Care,Common stocks,Small cap,2.8,46.3
MDGL,1157601,MDGL,Madrigal Pharmaceuticals Inc,Health Care,Common stocks,Mid cap,2.8,46.3
BFLY,1804176,BFLY,"Butterfly Network, Inc. Class A",Health Care,Common stocks,Small cap,2.8,46.3
MCG,1846510,MCG,Membership Collective Group Inc.,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
PLUS,1022408,PLUS,Eplus,Information Technology,Common stocks,Small cap,5.8,46.3
SRCE,34782,SRCE,1st Source Corp,Financials,Common stocks,Small cap,2.7,46.3
CRON,1656472,CRON,Cronos Group Inc.,Health Care,Common stocks,Small cap,2.8,46.3
IMGN,855654,IMGN,Immunogen Inc,Health Care,Common stocks,Small cap,2.8,46.3
HOLI,1357450,HOLI,Hollysys Automation Technologies,Industrials,Common stocks,Small cap,2.7,46.3
TGS,931427,TGS,Transportadora de Gas del Sur SA ADRs,Energy,ADRs,Small cap,2.2,46.3
CDMO,704562,CDMO,Avid Bioservices Inc,Health Care,Common stocks,Small cap,2.8,46.3
DDD,910638,DDD,3D Systems Corp,Industrials,Common stocks,Small cap,2.7,46.3
USNA,896264,USNA,Usana Health Sciences Inc,Consumer Staples,Common stocks,Small cap,2.6,46.3
KREF,1631596,KREF,KKR Real Estate Finance Inc Trust,Financials,Mortgage REITs,Small cap,2.7,46.3
KDNY,1435049,KDNY,"Chinook Therapeutics, Inc.",Health Care,Common stocks,Small cap,2.8,46.3
ENTA,1177648,ENTA,Enanta Pharmaceuticals Inc,Health Care,Common stocks,Small cap,2.8,46.3
KALU,811596,KALU,Kaiser Aluminium Corp,Materials,Common stocks,Small cap,0.9,46.3
NBHC,1475841,NBHC,National Bank Holdings Corp,Financials,Common stocks,Small cap,2.7,46.3
FDP,1047340,FDP,Fresh Del Monte Produce Inc,Consumer Staples,Common stocks,Small cap,2.6,46.3
OSTK,1130713,OSTK,Overstock Com Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
ALX,3499,ALX,"Alexanders, Inc",Real Estate,REITs,Small cap,0.6,46.3
NXGN,708818,NXGN,Nextgen Healthcare Inc,Health Care,Common stocks,Small cap,2.8,46.3
DCPH,1654151,DCPH,Deciphera Pharmaceuticals,Health Care,Common stocks,Small cap,2.8,46.3
AMRS,1365916,AMRS,Amyris Inc,Materials,Common stocks,Small cap,0.9,46.3
FSLY,1517413,FSLY,"Fastly, Inc. Class A",Information Technology,Common stocks,Small cap,5.8,46.3
SWIR,1111863,SWIR,Sierra Wireless Inc,Information Technology,Common stocks,Small cap,5.8,46.3
SBR,710752,SBR,Sabine Royalty Trust,Energy,Royalty trusts,Small cap,2.2,46.3
BLU,1259942,BLU,BELLUS Health Inc.,Health Care,Common stocks,Small cap,2.8,46.3
MBUU,1590976,MBUU,Malibu Boats Class A Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
CXW,1070985,CXW,"CoreCivic, Inc",Industrials,Common stocks,Small cap,2.7,46.3
RGNX,1590877,RGNX,Regenxbio Inc,Health Care,Common stocks,Small cap,2.8,46.3
AGYS,78749,AGYS,Agilisys Inc,Information Technology,Common stocks,Small cap,5.8,46.3
ZNTL,1725160,ZNTL,"Zentalis Pharmaceuticals, Inc.",Health Care,Common stocks,Small cap,2.8,46.3
HLIT,851310,HLIT,Harmonic Inc,Information Technology,Common stocks,Small cap,5.8,46.3
HTLD,799233,HTLD,Heartland Express Inc,Industrials,Common stocks,Small cap,2.7,46.3
RXT,1810019,RXT,"Rackspace Technology, Inc.",Information Technology,Common stocks,Small cap,5.8,46.3
GDEN,1071255,GDEN,Golden Entertainment Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
KRP,1657788,KRP,Kimbell Royalty Partners LP,Energy,Common stocks,Small cap,2.2,46.3
MCRI,907242,MCRI,Monarch Casino And Resort Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
GRBK,1373670,GRBK,Green Brick Partners Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
PATK,76605,PATK,Patrick Industries Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
MODN,1118417,MODN,Model N Inc,Information Technology,Common stocks,Small cap,5.8,46.3
TNC,97134,TNC,Tennant,Industrials,Common stocks,Small cap,2.7,46.3
AVNS,1606498,AVNS,Avanos Medical Inc,Health Care,Common stocks,Small cap,2.8,46.3
POSH,1825480,POSH,"Poshmark, Inc.",Consumer Discretionary,Common stocks,Small cap,2.9,46.3
FGEN,921299,FGEN,Fibrogen Inc,Health Care,Common stocks,Small cap,2.8,46.3
AGM,845877,AGM,Federal Agricultural Mortgage Corp Class C non-voting,Financials,Common stocks,Small cap,2.7,46.3
AROC,1389050,AROC,Archrock Inc,Energy,Common stocks,Small cap,2.2,46.3
HEES,1339605,HEES,H And E Equipment Services Inc,Industrials,Common stocks,Small cap,2.7,46.3
MHO,799292,MHO,M I Homes Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
SPNS,885740,SPNS,Sapiens International Corporation N.V.,Information Technology,Common stocks,Small cap,5.8,46.3
CCRN,1141103,CCRN,Cross Country Healthcare Inc,Health Care,Common stocks,Small cap,2.8,46.3
TRS,842633,TRS,Trimas Corp,Materials,Common stocks,Small cap,0.9,46.3
IONQ,1824920,IONQ,"IonQ, Inc.",Information Technology,Common stocks,Small cap,5.8,46.3
TMP,1005817,TMP,Tompkins Financial Corp,Financials,Common stocks,Small cap,2.7,46.3
NSSC,69633,NSSC,Napco Security Technologies Inc,Information Technology,Common stocks,Small cap,5.8,46.3
LMAT,1158895,LMAT,Lemaitre Vascular Inc,Health Care,Common stocks,Small cap,2.8,46.3
BTRS,1774155,BTRS,BTRS Holdings Inc. - Class 1,Information Technology,Common stocks,Small cap,5.8,46.3
EDIT,1650664,EDIT,Editas Medicine Inc,Health Care,Common stocks,Small cap,2.8,46.3
CLOV,1801170,CLOV,"Clover Health Investments, Corp.  - Class A",Health Care,Common stocks,Small cap,2.8,46.3
FFWM,1413837,FFWM,First Foundation Inc,Financials,Common stocks,Small cap,2.7,46.3
GDOT,1386278,GDOT,Green Dot Corporation,Financials,Common stocks,Small cap,2.7,46.3
PRA,1127703,PRA,Proassurance Corp,Financials,Common stocks,Small cap,2.7,46.3
CAMT,1109138,CAMT,Camtek Ltd.,Information Technology,Common stocks,Small cap,5.8,46.3
INDI,1841925,INDI,"indie Semiconductor, Inc. - Class A",Information Technology,Common stocks,Small cap,5.8,46.3
SLP,1023459,SLP,Simulations Plus Inc,Health Care,Common stocks,Small cap,2.8,46.3
CAAP,1717393,CAAP,Corporacion America Airports SA,Industrials,Common stocks,Small cap,2.7,46.3
PRG,1808834,PRG,"PROG Holdings, Inc.",Financials,Common stocks,Small cap,2.7,46.3
MAXN,1796898,MAXN,"Maxeon Solar Technologies, Ltd.",Information Technology,Common stocks,Small cap,5.8,46.3
STKL,351834,STKL,Sunopta Inc,Consumer Staples,Common stocks,Small cap,2.6,46.3
MORF,1679363,MORF,"Morphic Holding, Inc.",Health Care,Common stocks,Small cap,2.8,46.3
HBM,1322422,HBM,Hudbay Minerals Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
MNTV,1739936,MNTV,Momentive Global Inc.,Information Technology,Common stocks,Small cap,5.8,46.3
RDNT,790526,RDNT,"RadNet, Inc.",Health Care,Common stocks,Small cap,2.8,46.3
OFLX,1317945,OFLX,Omega Flex Inc,Industrials,Common stocks,Small cap,2.7,46.3
AVO,1802974,AVO,"Mission Produce, Inc.",Consumer Staples,Common stocks,Small cap,2.6,46.3
CBD,1038572,CBD,Companhia Brasileira de Distribuica ADRs,Consumer Staples,ADRs,Small cap,2.6,46.3
ATRI,701288,ATRI,Atrion Corp,Health Care,Common stocks,Small cap,2.8,46.3
ANDE,821026,ANDE,Andersons Inc,Consumer Staples,Common stocks,Small cap,2.6,46.3
SVC,945394,SVC,Service Properties Trust,Real Estate,REITs,Small cap,0.6,46.3
BANC,1169770,BANC,Banc Of California Inc,Financials,Common stocks,Small cap,2.7,46.3
BLFS,834365,BLFS,Biolife Solutions Inc,Health Care,Common stocks,Small cap,2.8,46.3
NBR,1163739,NBR,Nabors Industries Ltd,Energy,Common stocks,Small cap,2.2,46.3
HERA,1842912,HERA,FTAC Hera Acquisition Corp. Class A,Financials,Common stocks,Small cap,2.7,46.3
LZB,57131,LZB,La-Z-Boy Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
SCS,1050825,SCS,Steelcase Inc Class A,Industrials,Common stocks,Small cap,2.7,46.3
CUBI,1488813,CUBI,Customers Bancorp Inc,Financials,Common stocks,Small cap,2.7,46.3
EXAI,1865408,EXAI,Exscientia Ltd ADRs,Health Care,ADRs,Small cap,2.8,46.3
AVID,896841,AVID,Avid Technology Inc,Information Technology,Common stocks,Small cap,5.8,46.3
DFH,1825088,DFH,"Dream Finders Homes, Inc.",Consumer Discretionary,Common stocks,Small cap,2.9,46.3
EPAC,6955,EPAC,Actuant Corporation,Industrials,Common stocks,Small cap,2.7,46.3
RDWR,1094366,RDWR,Radware Ltd.,Information Technology,Common stocks,Small cap,5.8,46.3
PBFX,1582568,PBFX,PBF Logistics LP,Energy,MLPs,Small cap,2.2,46.3
RYI,1481582,RYI,Ryerson Holding Corp,Materials,Common stocks,Small cap,0.9,46.3
QRTEA,1355096,QRTEA,"Qurate Retail, Inc. Series A",Consumer Discretionary,Common stocks,Small cap,2.9,46.3
CSR,798359,CSR,Centerspace,Real Estate,REITs,Small cap,0.6,46.3
PRLB,1443669,PRLB,Proto Labs Inc,Industrials,Common stocks,Small cap,2.7,46.3
SPTN,877422,SPTN,Spartannash,Consumer Staples,Common stocks,Small cap,2.6,46.3
ERAS,1761918,ERAS,"Erasca, Inc.",Health Care,Common stocks,Small cap,2.8,46.3
DMLP,1172358,DMLP,Dorchester Minerals LP,Energy,MLPs,Small cap,2.2,46.3
CPUH,1828608,CPUH,Compute Health Acquisition Corp. Class A,Financials,Common stocks,Small cap,2.7,46.3
NHC,1047335,NHC,National Healthcare Corp,Health Care,Common stocks,Small cap,2.8,46.3
GIC,945114,GIC,Global Industrial Company,Industrials,Common stocks,Small cap,2.7,46.3
INFN,1138639,INFN,Infinera Corp,Information Technology,Common stocks,Small cap,5.8,46.3
DNN,1063259,DNN,Denison Mines Corp,Materials,Common stocks,Small cap,0.9,46.3
BRSP,1717547,BRSP,"BrightSpire Capital, Inc. Class A",Financials,REITs,Small cap,2.7,46.3
GOSS,1728117,GOSS,"Gossamer Bio, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
TDW,98222,TDW,Tidewater Inc.,Energy,Common stocks,Mid cap,2.2,46.3
SPH,1005210,SPH,Suburban Propane Partners LP,Utilities,MLPs,Small cap,,
NYMT,1273685,NYMT,New York Mortgage Trust Inc,Financials,Mortgage REITs,Mid cap,2.7,46.3
COWN,1466538,COWN,Cowen Inc,Financials,Common stocks,Small cap,2.7,46.3
AMWL,1393584,AMWL,American Well Corp,Health Care,Common stocks,Small cap,2.8,46.3
SNCY,1743907,SNCY,"Sun Country Airlines Holdings, Inc.",Industrials,Common stocks,Small cap,2.7,46.3
UUUU,1385849,UUUU,Energy Fuels Inc,Energy,Common stocks,Small cap,2.2,46.3
DM,1754820,DM,"Desktop Metal, Inc. Class A",Industrials,Common stocks,Small cap,2.7,46.3
PRIM,1361538,PRIM,Primoris Services Corp,Industrials,Common stocks,Small cap,2.7,46.3
SLDP,1844862,SLDP,"Solid Power, Inc. - Class A",Consumer Discretionary,Common stocks,Small cap,2.9,46.3
GES,912463,GES,Guess Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
MOMO,1610601,MOMO,MOMO Inc ADRs,Communication Services,ADRs,Small cap,1.6,46.3
RETA,1358762,RETA,Reata Pharmaceuticals Inc Class A,Health Care,Common stocks,Mid cap,2.8,46.3
TGLS,1534675,TGLS,Tecnoglass Inc,Industrials,Common stocks,Small cap,2.7,46.3
BMA,1347426,BMA,Banco Macro S.A.  ADRs of Class B shares,Financials,ADRs,Small cap,2.7,46.3
TGTX,1001316,TGTX,TG Therapeutics Inc,Health Care,Common stocks,Mid cap,2.8,46.3
SSYS,1517396,SSYS,Stratasys Ltd,Information Technology,Common stocks,Small cap,5.8,46.3
NEGG,1474627,NEGG,"Newegg Commerce, Inc.",Consumer Discretionary,Common stocks,Small cap,2.9,46.3
VLRS,1520504,VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. - Volaris ADRs,Industrials,ADRs,Small cap,2.7,46.3
FLNC,1868941,FLNC,"Fluence Energy, Inc.",Industrials,Common stocks,Small cap,2.7,46.3
MYTE,1831907,MYTE,MYT Netherlands Parent B.V. ADRs,Consumer Discretionary,ADRs,Small cap,2.9,46.3
HCSG,731012,HCSG,Healthcare Services Inc,Industrials,Common stocks,Small cap,2.7,46.3
EGO,918608,EGO,Eldorado Gold Corporation,Materials,Common stocks,Small cap,0.9,46.3
EIG,1379041,EIG,Employers Holdings Inc,Financials,Common stocks,Small cap,2.7,46.3
WTI,1288403,WTI,W And T Offshore Inc,Energy,Common stocks,Small cap,2.2,46.3
INTA,1565687,INTA,"Intapp, Inc.",Information Technology,Common stocks,Mid cap,5.8,46.3
PLYA,1692412,PLYA,Playa Hotels & Resorts N.V.,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
LICY,1828811,LICY,Li-Cycle Holdings Corp.,Industrials,Common stocks,Small cap,2.7,46.3
PARR,821483,PARR,Par Pacific Holdings Inc,Energy,Common stocks,Small cap,2.2,46.3
ARQQ,1859690,ARQQ,Arqit Quantum Inc.,Information Technology,Common stocks,Micro cap,5.8,46.3
ZUO,1423774,ZUO,"Zuora, Inc. Class A",Information Technology,Common stocks,Small cap,5.8,46.3
AXL,1062231,AXL,American Axle And Manufacturing Holdings,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
UEC,1334933,UEC,Uranium Energy Corp,Energy,Common stocks,Small cap,2.2,46.3
