symbol,description,gics_sector,equity_securities,cap_size
TAIT,Taitron Components Inc Class A,Information Technology,Common stocks,Micro cap
AEY,Addvantage Technologies Group Inc,Information Technology,Common stocks,Micro cap
JCI,Johnson Controls International Plc,Industrials,Common stocks,Large cap
PWR,Quanta Services Inc,Industrials,Common stocks,Large cap
J,Jacobs Engineering Group Inc.,Industrials,Common stocks,Large cap
ACM,AECOM,Industrials,Common stocks,Large cap
TTEK,Tetra Tech Inc,Industrials,Common stocks,Mid cap
EME,Emcor Group Inc,Industrials,Common stocks,Mid cap
KBR,"KBR, Inc.",Industrials,Common stocks,Mid cap
MTZ,Mastec Inc,Industrials,Common stocks,Mid cap
STN,Stantec Inc,Industrials,Common stocks,Mid cap
BLD,Topbuild Corp,Consumer Discretionary,Common stocks,Mid cap
APG,APi Group Corporation,Industrials,Common stocks,Mid cap
FIX,Comfort Systems Usa Inc,Industrials,Common stocks,Mid cap
FLR,Fluor Corp,Industrials,Common stocks,Mid cap
DY,Dycom Industries Inc,Industrials,Common stocks,Mid cap
MYRG,Myr Group Inc,Industrials,Common stocks,Small cap
GVA,Granite Construction Inc,Industrials,Common stocks,Small cap
NVEE,Nv5 Global Inc,Industrials,Common stocks,Small cap
AMRC,Ameresco Inc Class A,Industrials,Common stocks,Small cap
PRIM,Primoris Services Corp,Industrials,Common stocks,Small cap
STRL,Sterling Construction Inc,Industrials,Common stocks,Small cap
ROAD,"Construction Partners, Inc.",Industrials,Common stocks,Small cap
IESC,"IES Holdings, Inc.",Industrials,Common stocks,Small cap
AGX,Argan Inc,Industrials,Common stocks,Small cap
ATCX,"Atlas Technical Consultants, Inc. - Class A",Industrials,Common stocks,Small cap
BBCP,"Concrete Pumping Holdings, Inc.",Industrials,Common stocks,Small cap
IEA,Infrastructure And Energy Alternatives Inc.,Industrials,Common stocks,Small cap
GLDD,Great Lakes Dredge And Dock Corp,Industrials,Common stocks,Small cap
TPC,Tutor Perini Corp,Industrials,Common stocks,Small cap
AENZ,Aenza S.A.A. ADRs,Industrials,ADRs,Micro cap
WLDN,Willdan Group Inc,Industrials,Common stocks,Micro cap
HIL,Hill International Inc,Industrials,Common stocks,Micro cap
LMB,Limbach Holdings Inc,Industrials,Common stocks,Micro cap
RCMT,Rcm Technologies Inc,Industrials,Common stocks,Micro cap
ORN,Orion Group Inc,Industrials,Common stocks,Micro cap
DRTT,DIRTT Environmental Solutions Ltd.,Industrials,Common stocks,Micro cap
ESOA,Energy Services of America Corporation,Energy,Common stocks,Micro cap
ENG,Englobal Corp,Energy,Common stocks,Micro cap
DIS,Walt Disney,Communication Services,Common stocks,Large cap
CMCSA,Comcast A Corp,Communication Services,Common stocks,Large cap
NFLX,Netflix Inc,Communication Services,Common stocks,Large cap
CHTR,Charter Communications Inc Class A,Communication Services,Common stocks,Large cap
WBD,"Warner Bros. Discovery, Inc. - Series A",Communication Services,Common stocks,Large cap
BATRA,Liberty Media Liberty Braves Corp Series A,Communication Services,Common stocks,Large cap
BATRK,Liberty Media Liberty Braves Corp Series C,Communication Services,Common stocks,Large cap
LYV,Live Nation Entertainment Inc,Communication Services,Common stocks,Large cap
PARA,Paramount Global - Class B,Communication Services,Common stocks,Large cap
PARAA,Paramount Global - Class A,Communication Services,Common stocks,Large cap
LBRDA,Liberty Broadband Corp Series A,Communication Services,Common stocks,Large cap
LBRDK,Liberty Broadband Corp Series C,Communication Services,Common stocks,Large cap
LBTYA,Liberty Global Plc Class A,Communication Services,Common stocks,Mid cap
LBTYB,Liberty Global Plc Class B,Consumer Discretionary,Common stocks,Mid cap
LBTYK,Liberty Global Plc Class C,Communication Services,Common stocks,Mid cap
ROKU,Roku Class A,Communication Services,Common stocks,Mid cap
EDR,"Endeavor Group Holdings, Inc.",Communication Services,Common stocks,Mid cap
DLB,Dolby Laboratories Inc Class A,Information Technology,Common stocks,Mid cap
DISH,Dish Network Corp Class A,Communication Services,Common stocks,Mid cap
WMG,Warner Music Group Corp. - Class A,Communication Services,Common stocks,Mid cap
WWE,World Wrestling Entertainment Inc,Communication Services,Common stocks,Mid cap
MSGS,Madison Square Garden Sports Corp. Class A,Communication Services,Common stocks,Mid cap
AMC,AMC Entertainment Holdings Inc Class A,Communication Services,Common stocks,Mid cap
LGF.A,Lions Gate Entertainment Corporation  Class A,Communication Services,Common stocks,Mid cap
LGF.B,Lions Gate Entertainment Corporation Class B Non-Voting,Communication Services,Common stocks,Mid cap
BOWL,Bowlero Corp. Class A,Consumer Discretionary,Common stocks,Small cap
CNK,Cinemark Holdings Inc,Communication Services,Common stocks,Small cap
MSGE,Madison Square Garden Entertainment Corp. Class A,Communication Services,Common stocks,Small cap
HOFV,Hall of Fame Resort & Entertainment Company,Consumer Discretionary,Common stocks,Small cap
IMAX,Imax Corp,Communication Services,Common stocks,Small cap
WOW,Wideopenwest,Communication Services,Common stocks,Small cap
GNUS,Genius Brands International Inc.,Communication Services,Common stocks,Small cap
RSVR,"Reservoir Media, Inc..",Communication Services,Common stocks,Small cap
MCS,The Marcus Corp,Communication Services,Common stocks,Small cap
HUYA,HUYA Inc. ADRs of Class A,Communication Services,ADRs,Small cap
HMTV,Hemisphere Media Group Inc Class A,Communication Services,Common stocks,Micro cap
RDBX,Redbox Entertainment Inc. - Class A,Communication Services,Common stocks,Micro cap
BZFD,"BuzzFeed, Inc. - Class A",Communication Services,Common stocks,Micro cap
RDI,Reading International Class A Non Voting,Communication Services,Common stocks,Micro cap
RDIB,Reading International Inc Class B,Consumer Discretionary,Common stocks,Micro cap
LVO,"LiveOne, Inc.",Communication Services,Common stocks,Micro cap
CIDM,Cinedigm Corp Class A,Communication Services,Common stocks,Micro cap
CURI,CuriosityStream Inc.  - Class A,Communication Services,Common stocks,Micro cap
ANGH,Anghami Inc.,Communication Services,Common stocks,Micro cap
AESE,"Allied Esports Entertainment, Inc.",Consumer Discretionary,Common stocks,Micro cap
ESGC,Eros STX Global Corporation A,Communication Services,Common stocks,Micro cap
KUKE,Kuke Music Holding Limited ADRs,Consumer Discretionary,ADRs,Micro cap
DLPN,Dolphin Entertainment Inc.,Communication Services,Common stocks,Micro cap
DE,Deere & Company,Industrials,Common stocks,Large cap
CAT,Caterpillar Inc,Industrials,Common stocks,Large cap
PCAR,Paccar Inc,Industrials,Common stocks,Large cap
CNHI,CNH Industrial N.V.,Industrials,Common stocks,Large cap
AGCO,AGCO Corp,Industrials,Common stocks,Mid cap
OSK,Oshkosh Corp,Industrials,Common stocks,Mid cap
TEX,Terex Corp,Industrials,Common stocks,Mid cap
ALG,Alamo Group Inc,Industrials,Common stocks,Mid cap
LNN,Lindsay Corp,Industrials,Common stocks,Small cap
WNC,Wabash National Corp,Industrials,Common stocks,Small cap
CMCO,Columbus Mckinnon Corp,Industrials,Common stocks,Small cap
ASTE,Astec Industries Inc,Industrials,Common stocks,Small cap
SHYF,"The Shyft Group, Inc.",Industrials,Common stocks,Small cap
REVG,Rev Group Inc,Industrials,Common stocks,Small cap
TWI,Titan International Inc,Industrials,Common stocks,Small cap
HY,Hyster Yale Materials Handling Inc,Industrials,Common stocks,Small cap
MTW,Manitowoc Inc,Industrials,Common stocks,Small cap
LEV,The Lion Electric Company,Industrials,Common stocks,Small cap
GENC,Gencor Industries Inc,Industrials,Common stocks,Micro cap
MNTX,Manitex International Inc,Industrials,Common stocks,Micro cap
XOS,"Xos, Inc.",Industrials,Common stocks,Micro cap
HYFM,"Hydrofarm Holdings Group, Inc",Industrials,Common stocks,Micro cap
UGRO,urban-gro Inc,Industrials,Common stocks,Micro cap
ZEV,"Lightning eMotors, Inc",Industrials,Common stocks,Micro cap
ARTW,Arts Way Manufacturing Inc,Industrials,Common stocks,Micro cap
CEAD,CEA Industries Inc.,Industrials,Common stocks,Micro cap
ADM,Archer-Daniels-Midland Company,Consumer Staples,Common stocks,Large cap
TSN,Tyson Foods Inc Class A,Consumer Staples,Common stocks,Large cap
BG,Bunge Ltd,Consumer Staples,Common stocks,Large cap
IBA,Industrias Bachoco ADRs,Consumer Staples,ADRs,Mid cap
CALM,Cal Maine Foods Inc,Consumer Staples,Common stocks,Mid cap
FDP,Fresh Del Monte Produce Inc,Consumer Staples,Common stocks,Small cap
DOLE,Dole plc,Consumer Staples,Common stocks,Small cap
AGRO,Adecoagro Sa,Consumer Staples,Common stocks,Small cap
AVO,"Mission Produce, Inc.",Consumer Staples,Common stocks,Small cap
VITL,"Vital Farms, Inc.",Consumer Staples,Common stocks,Small cap
LND,Brasilagro Brazilian Agric Real Estate Co ADRs,Consumer Staples,ADRs,Small cap
CRESY,Cresud SACIF ADRs,Consumer Staples,ADRs,Small cap
LMNR,Limoneira,Consumer Staples,Common stocks,Micro cap
BHIL,"Benson Hill, Inc.",Consumer Staples,Common stocks,Micro cap
ALCO,Alico Inc,Consumer Staples,Common stocks,Micro cap
AGFS,Agrofresh Solutions Inc,Materials,Common stocks,Micro cap
APPH,"AppHarvest, Inc.",Consumer Staples,Common stocks,Micro cap
VFF,"Village Farms International, Inc.",Consumer Staples,Common stocks,Micro cap
PME,Pingtan Marine Enterprise Ltd.,Consumer Staples,Common stocks,Micro cap
SANW,S&W Seed,Consumer Staples,Common stocks,Micro cap
LOCL,Local Bounti Corporation,Consumer Staples,Common stocks,Micro cap
AQB,Aquabounty Technologies Inc,Health Care,Common stocks,Micro cap
AGRI,AgriFORCE  Growing Systems Ltd.,Consumer Staples,Common stocks,Micro cap
EDBL,Edible Garden AG Incorporated,Consumer Staples,Common stocks,Micro cap
JEF,Jefferies Financial Group Inc,Financials,Common stocks,Mid cap
VOYA,Voya Financial Inc,Financials,Common stocks,Mid cap
RILY,B Riley Financial Inc,Financials,Common stocks,Small cap
SPGI,S&P Global Inc,Financials,Common stocks,Large cap
CME,CME Group Inc Class A,Financials,Common stocks,Large cap
ICE,Intercontinental Exchange Inc,Financials,Common stocks,Large cap
MCO,Moodys Corp,Financials,Common stocks,Large cap
MSCI,MSCI Inc,Financials,Common stocks,Large cap
NDAQ,Nasdaq Inc,Financials,Common stocks,Large cap
FDS,Factset Research Systems Inc,Financials,Common stocks,Large cap
CBOE,"Cboe Global Markets, Inc.",Financials,Common stocks,Large cap
MORN,Morningstar Inc,Financials,Common stocks,Mid cap
VALU,Value Line Inc,Financials,Common stocks,Small cap
SYY,Sysco Corp,Consumer Staples,Common stocks,Large cap
PFGC,Performance Food Group,Consumer Staples,Common stocks,Mid cap
USFD,US Foods Holding Corp,Consumer Staples,Common stocks,Mid cap
UNFI,United Natural Foods Inc,Consumer Staples,Common stocks,Small cap
ANDE,Andersons Inc,Consumer Staples,Common stocks,Small cap
CHEF,Chefs Warehouse Inc,Consumer Staples,Common stocks,Small cap
SPTN,Spartannash,Consumer Staples,Common stocks,Small cap
WILC,"G. Willi-Food International,  Ltd.",Consumer Staples,Common stocks,Small cap
HFFG,Hf Foods Group Inc.,Consumer Staples,Common stocks,Micro cap
DIT,Amcon Distributing,Consumer Discretionary,Common stocks,Micro cap
ZEST,Ecoark Holdings Inc.,Energy,Common stocks,Micro cap
NKE,Nike Inc Class B,Consumer Discretionary,Common stocks,Large cap
DECK,Deckers Outdoor Corp,Consumer Discretionary,Common stocks,Large cap
CROX,Crocs Inc,Consumer Discretionary,Common stocks,Mid cap
SKX,Skechers USA Inc,Consumer Discretionary,Common stocks,Mid cap
FL,Foot Locker Inc,Consumer Discretionary,Common stocks,Mid cap
SHOO,Steven Madden Ltd,Consumer Discretionary,Common stocks,Mid cap
WWW,Wolverine World Wide Inc,Consumer Discretionary,Common stocks,Small cap
CAL,Caleres Inc,Consumer Discretionary,Common stocks,Small cap
WEYS,Weyco Group Inc,Consumer Discretionary,Common stocks,Micro cap
VRA,Vera Bradley Inc,Consumer Discretionary,Common stocks,Micro cap
RCKY,Rocky Brands Inc,Consumer Discretionary,Common stocks,Micro cap
FORD,Forward Industries Inc,Consumer Discretionary,Common stocks,Micro cap
AREB,American Rebel Holdings Inc.,Consumer Discretionary,Common stocks,Micro cap
FBHS,Fortune Brands Home And Security,Industrials,Common stocks,Mid cap
WHR,Whirlpool Corp,Consumer Discretionary,Common stocks,Mid cap
TPX,Tempur Sealy International Inc,Consumer Discretionary,Common stocks,Mid cap
MHK,Mohawk Industries Inc,Consumer Discretionary,Common stocks,Mid cap
LEG,Leggett & Platt Inc,Consumer Discretionary,Common stocks,Mid cap
MLKN,"MillerKnoll, Inc.",Industrials,Common stocks,Small cap
LZB,La-Z-Boy Inc,Consumer Discretionary,Common stocks,Small cap
AMWD,American Woodmark Corp,Industrials,Common stocks,Small cap
ETD,Ethan Allen Interiors Inc.,Consumer Discretionary,Common stocks,Small cap
SNBR,Sleep Number Corporation,Consumer Discretionary,Common stocks,Small cap
COOK,"Traeger, Inc.",Consumer Discretionary,Common stocks,Small cap
TILE,Interface Inc,Industrials,Common stocks,Small cap
KBAL,Kimball International Inc Class B,Industrials,Common stocks,Small cap
WEBR,Weber Inc.,Consumer Discretionary,Common stocks,Small cap
LOVE,The Lovesac Company,Consumer Discretionary,Common stocks,Small cap
PRPL,Purple Innovation Inc,Consumer Discretionary,Common stocks,Small cap
HOFT,Hooker Furniture Corp,Consumer Discretionary,Common stocks,Micro cap
BSET,Bassett Furniture Industries Inc,Consumer Discretionary,Common stocks,Micro cap
LCUT,Lifetime Brands Inc,Consumer Discretionary,Common stocks,Micro cap
FLXS,Flexsteel Industries Inc,Consumer Discretionary,Common stocks,Micro cap
VIRC,Virco Manufacturing Corp,Industrials,Common stocks,Micro cap
NTZ,Natuzzi S.p.A. ADRs,Consumer Discretionary,ADRs,Micro cap
KEQU,Kewaunee Scientific Corp,Health Care,Common stocks,Micro cap
FGI,FGI Industries Ltd.,Industrials,Common stocks,Micro cap
AUVI,"Applied UV, Inc.",Industrials,Common stocks,Micro cap
EFOI,Energy Focus Inc,Industrials,Common stocks,Micro cap
NVFY,Nova Lifestyle Inc,Consumer Discretionary,Common stocks,Micro cap
CHDN,Churchill Downs Inc,Consumer Discretionary,Common stocks,Mid cap
DKNG,DraftKings Inc. - Class A,Consumer Discretionary,Common stocks,Mid cap
LNW,"Light & Wonder, Inc.",Consumer Discretionary,Common stocks,Mid cap
IGT,International Game Technology Plc,Consumer Discretionary,Common stocks,Mid cap
SGHC,Super Group (SGHC) Limited,Consumer Discretionary,Common stocks,Small cap
EVRI,Everi Holdings Inc,Consumer Discretionary,Common stocks,Small cap
ACEL,"Accel Entertainment, Inc.",Consumer Discretionary,Common stocks,Small cap
GMBL,Esports Entertainment Group Inc.,Consumer Discretionary,Common stocks,Small cap
GAMB,Gambling.com Group Ltd,Communication Services,Common stocks,Small cap
AGS,"PlayAGS, Inc.",Consumer Discretionary,Common stocks,Micro cap
RSI,"Rush Street Interactive, Inc. Class A",Consumer Discretionary,Common stocks,Micro cap
CDRO,"Codere Online Luxembourg, S.A.",Consumer Discretionary,Common stocks,Micro cap
CPHC,Canterbury Park Holding Corp,Consumer Discretionary,Common stocks,Micro cap
LTRY,Lottery.com,Consumer Discretionary,Common stocks,Micro cap
GAN,GAN Limited,Consumer Discretionary,Common stocks,Micro cap
ELYS,"Elys Game Technology, Corp.",Information Technology,Common stocks,Micro cap
EBET,"eSports Technologies, Inc.",Consumer Discretionary,Common stocks,Micro cap
SBET,SharpLink Gaming Ltd.,Consumer Discretionary,Common stocks,Micro cap
NEM,Newmont Corporation,Materials,Common stocks,Large cap
GOLD,Barrick Gold Corporation,Materials,Common stocks,Large cap
FNV,Franco-Nevada Corporation,Materials,Common stocks,Large cap
AEM,Agnico Eagle Mines Limited,Materials,Common stocks,Large cap
WPM,Wheaton Precious Metals Corp.,Materials,Common stocks,Large cap
GFI,Gold Fields ADRs,Materials,ADRs,Large cap
AU,AngloGold Ashanti ADRs,Materials,ADRs,Mid cap
RGLD,Royal Gold Inc,Materials,Common stocks,Mid cap
SBSW,D/B/A Sibanye-Stillwater Limited,Materials,Common stocks,Mid cap
AUY,Yamana Gold Inc.,Materials,Common stocks,Mid cap
KGC,Kinross Gold Corporation,Materials,Common stocks,Mid cap
AGI,Alamos Gold Inc Class A,Materials,Common stocks,Mid cap
BTG,B2Gold Corp,Materials,Common stocks,Mid cap
HL,Hecla Mining,Materials,Common stocks,Mid cap
SSRM,SSR Mining Inc.,Materials,Common stocks,Mid cap
OR,Osisko Gold Royalties Ltd,Consumer Staples,Common stocks,Mid cap
HMY,Harmony Gold Mining Company Limited ADRs,Materials,ADRs,Mid cap
NG,Novagold Resources Inc.,Materials,Common stocks,Small cap
EGO,Eldorado Gold Corporation,Materials,Common stocks,Small cap
SAND,Sandstorm Gold Ltd,Industrials,Common stocks,Small cap
ORLA,Orla Mining Ltd.,Materials,Common stocks,Small cap
EQX,Equinox Gold Corp.,Materials,Common stocks,Small cap
CGAU,Centerra Gold Inc.,Materials,Common stocks,Small cap
IAG,Iamgold Corp,Financials,Common stocks,Small cap
SA,Seabridge Gold,Materials,Common stocks,Small cap
CDE,Coeur Mining Inc,Materials,Common stocks,Small cap
NFGC,New Found Gold Corp,Materials,Common stocks,Small cap
DRD,DRDGold Ltd ADRs,Materials,ADRs,Small cap
NGD,New Gold Inc.,Materials,Common stocks,Small cap
IAUX,i-80 Gold Corp.,Materials,Common stocks,Small cap
ODV,Osisko Development Corp.,Materials,Common stocks,Small cap
DC,Dakota Gold Corp.,Materials,Common stocks,Micro cap
PPTA,Perpetua Resources Corp.,Materials,Common stocks,Micro cap
CMCL,Caledonia Mining Corporation Plc,Materials,Common stocks,Micro cap
GLDG,GoldMining Inc.,Materials,Common stocks,Micro cap
CTGO,Contango ORE Inc.,Materials,Common stocks,Micro cap
GSV,Gold Standard Ventures Corporation,Materials,Common stocks,Micro cap
TRX,Tanzanian Royalty Exploration Corporation,Materials,Common stocks,Micro cap
GAU,Galiano Gold Inc.,Materials,Common stocks,Micro cap
THM,International Tower Hill Mines Ltd,Materials,Common stocks,Micro cap
GORO,Gold Resource Corp,Materials,Common stocks,Micro cap
VGZ,Vista Gold Corporation,Materials,Common stocks,Micro cap
IDR,"Idaho Strategic Resources, Inc.",Materials,Common stocks,Micro cap
USAU,U.S. Gold Corp.,Materials,Common stocks,Micro cap
AAU,Almaden Minerals Ltd.,Materials,Common stocks,Micro cap
PZG,Paramount Gold Nevada Corp,Materials,Common stocks,Micro cap
KR,Kroger,Consumer Staples,Common stocks,Large cap
ACI,"Albertsons Companies, Inc. Class A",Consumer Staples,Common stocks,Large cap
CASY,Caseys General Stores Inc,Consumer Staples,Common stocks,Mid cap
SFM,Sprouts Farmers Market Inc,Consumer Staples,Common stocks,Mid cap
GO,Grocery Outlet Holding Corp.,Consumer Staples,Common stocks,Mid cap
DNUT,"Krispy Kreme, Inc.",Consumer Discretionary,Common stocks,Mid cap
WMK,Weis Markets Inc,Consumer Staples,Common stocks,Mid cap
IMKTA,Ingles Markets Inc Class A,Consumer Staples,Common stocks,Small cap
DDL,Dingdong (Cayman) Ltd ADRs,Consumer Staples,ADRs,Small cap
MF,Missfresh Limited ADRs,Financials,ADRs,Micro cap
NGVC,Natural Grocers By Vitamin Cottage,Consumer Staples,Common stocks,Micro cap
VLGEA,Village Super Market Inc Class A,Consumer Staples,Common stocks,Micro cap
