Symbol,Description,GICS sector,Category1,Category2,Category3,Market Cap,Average Volume,Actions
RMBL,Rumbleon Inc Class B,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$115,543,753","233,966",Analyze
KXIN,Kaixin Auto Holdings,Financials,US Equity,Common stocks,Micro cap,"$69,053,318","288,947",Analyze
LOTZ,"CarLotz, Inc. - Class A",Consumer Discretionary,US Equity,Common stocks,Micro cap,"$63,311,592","1,734,735",Analyze
LMPX,"LMP Automotive Holdings, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,"$27,599,181","52,285",Analyze
RENN,Renren Inc. ADRs of Class A,Information Technology,US Equity,ADRs,Micro cap,"$25,203,374","42,890",Analyze
JZXN,"Jiuzi Holdings, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,"$5,634,515","649,586",Analyze
TSLA,Tesla Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,"$602,315,612,050","153,478,839",Analyze
TM,Toyota Motor Corp ADRs,Consumer Discretionary,US Equity,ADRs,Large cap,"$221,671,734,619","213,827",Analyze
RACE,Ferrari N.V.,Consumer Discretionary,US Equity,Common stocks,Large cap,"$49,165,108,487","366,289",Analyze
GM,General Motors,Consumer Discretionary,US Equity,Common stocks,Large cap,"$47,055,060,005","15,961,691",Analyze
HMC,Honda Motor Co Ltd ADRs,Consumer Discretionary,US Equity,ADRs,Large cap,"$46,445,024,945","1,125,845",Analyze
F,Ford Motor Company,Consumer Discretionary,US Equity,Common stocks,Large cap,"$44,713,066,145","86,519,078",Analyze
STLA,Stellantis N.V.,Consumer Discretionary,US Equity,Common stocks,Large cap,"$26,918,720,894","5,943,011",Analyze
LI,Li Auto Inc. ADRs of Class A,Consumer Discretionary,US Equity,ADRs,Large cap,"$20,485,877,100","8,622,569",Analyze
TTM,Tata Motors Ltd ADRs,Consumer Discretionary,US Equity,ADRs,Large cap,"$16,699,602,315","3,589,313",Analyze
LCID,"Lucid Group, Inc.",Consumer Discretionary,US Equity,Common stocks,Large cap,"$14,992,350,004","18,456,014",Analyze
NIO,NIO Inc. ADRs of Class A,Consumer Discretionary,US Equity,ADRs,Large cap,"$14,311,026,000","43,901,827",Analyze
RIVN,"Rivian Automotive, Inc.  Class A",Consumer Discretionary,US Equity,Common stocks,Large cap,"$12,603,123,328","51,155,937",Analyze
XPEV,XPeng Inc. ADRs of Class A,Consumer Discretionary,US Equity,ADRs,Mid cap,"$6,822,333,570","14,497,202",Analyze
FSR,Fisker Inc. Class A,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,075,266,084","6,633,940",Analyze
NKLA,Nikola Corporation,Industrials,US Equity,Common stocks,Small cap,"$781,647,315","12,153,407",Analyze
BLBD,Blue Bird Corp,Industrials,US Equity,Common stocks,Small cap,"$634,234,927","214,377",Analyze
HYLN,Hyliion Holdings Corp. Class A,Industrials,US Equity,Common stocks,Small cap,"$394,171,313","1,507,801",Analyze
PTRA,Proterra Inc,Industrials,US Equity,Common stocks,Small cap,"$382,616,000","6,422,031",Analyze
FFIE,Faraday Future Intelligent Electric Inc.,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$271,024,662","56,455,345",Analyze
NIU,Niu Technologies Class A ADRs,Consumer Discretionary,US Equity,ADRs,Micro cap,"$262,355,728","431,706",Analyze
GOEV,Canoo Inc.  - Class A,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$246,194,268","29,381,147",Analyze
HYZN,Hyzon Motors Inc. - Class A,Industrials,US Equity,Common stocks,Micro cap,"$244,559,301","1,075,296",Analyze
MULN,"Mullen Automotive, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,"$238,880,744","252,080,493",Analyze
WKHS,Workhorse Group Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$212,247,915","3,533,254",Analyze
RIDE,Lordstown Motors Corp. - Class A,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$160,789,181","4,915,237",Analyze
ARVL,Arrival,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$112,119,648","10,936,408",Analyze
CENN,Cenntro Electric Group Limited,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$106,874,858","2,115,939",Analyze
ELMS,"Electric Last Mile Solutions, Inc. - Class A",Consumer Discretionary,US Equity,Common stocks,Micro cap,"$88,109,488","5,320,555",Analyze
SOLO,Electrameccanica Vehicles Corp. Ltd.,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$62,093,118","805,660",Analyze
GP,GreenPower Motor Company Inc.,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$50,669,087","103,203",Analyze
VEV,Vicinity Motor Corp.,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$38,968,254","37,486",Analyze
SEV,Sono Group N.V.,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$36,221,646","1,283,803",Analyze
VLCN,"Volcon, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,"$33,897,480","78,086",Analyze
AYRO,"AYRO, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,"$21,101,695","97,378",Analyze
APTV,Aptiv Plc,Consumer Discretionary,US Equity,Common stocks,Large cap,"$29,191,755,330","1,762,946",Analyze
MGA,Magna International,Consumer Discretionary,US Equity,Common stocks,Large cap,"$14,604,444,545","1,005,024",Analyze
LKQ,LKQ Corp,Consumer Discretionary,US Equity,Common stocks,Large cap,"$14,318,709,068","2,550,724",Analyze
BWA,BorgWarner Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,"$10,899,070,919","2,069,695",Analyze
LEA,Lear Corp,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$8,075,996,297","701,323",Analyze
ALV,Autoliv Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$7,583,839,622","1,911,927",Analyze
GNTX,Gentex Corp,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$6,231,471,577","1,345,679",Analyze
VC,Visteon Corp,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$4,357,060,465","380,251",Analyze
ALSN,Allison Transmission Holdings Inc,Industrials,US Equity,Common stocks,Mid cap,"$3,929,038,506","723,693",Analyze
ADNT,Adient PLC,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$3,586,478,820","878,627",Analyze
GT,Goodyear Tire & Rubber,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$2,852,463,999","4,773,579",Analyze
QS,QuantumScape Corporation Class A,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$2,718,287,119","4,997,250",Analyze
MTOR,Meritor Inc,Industrials,US Equity,Common stocks,Mid cap,"$2,586,229,364","2,543,288",Analyze
DORM,Dorman Products Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$2,554,651,755","183,752",Analyze
DAN,Dana Incorporated Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,980,199,395","1,210,714",Analyze
THRM,Gentherm Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,905,862,960","198,529",Analyze
XPEL,"XPEL, Inc.",Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,740,916,675","265,793",Analyze
TEN,Tenneco Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,669,011,637","5,440,091",Analyze
MNRO,Monro Inc.,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,515,501,911","322,154",Analyze
MOD,Modine Manufacturing,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,161,237,811","480,422",Analyze
SES,SES AI Corporation Class A,Industrials,US Equity,Common stocks,Small cap,"$881,080,505","501,702",Analyze
AXL,American Axle And Manufacturing Holdings,Consumer Discretionary,US Equity,Common stocks,Small cap,"$851,326,941","1,363,789",Analyze
GGR,Gogoro Inc.,Consumer Discretionary,US Equity,Common stocks,Small cap,"$847,495,455","199,815",Analyze
SMP,Standard Motor Products Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$755,613,565","192,201",Analyze
PLOW,Douglas Dynamics Inc,Industrials,US Equity,Common stocks,Small cap,"$710,863,791","104,619",Analyze
ALLG,Allego N.V.,Consumer Discretionary,US Equity,Common stocks,Small cap,"$633,210,893","200,622",Analyze
INVZ,Innoviz Technologies Ltd.,Information Technology,US Equity,Common stocks,Small cap,"$483,941,613","1,275,882",Analyze
SRI,Stoneridge Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$482,422,213","202,416",Analyze
GTX,Garrett Motion Inc.,Consumer Discretionary,US Equity,Common stocks,Small cap,"$451,307,259","186,954",Analyze
MLR,Miller Industries Inc,Industrials,US Equity,Common stocks,Small cap,"$377,436,631","65,558",Analyze
AEVA,"Aeva Technologies, Inc.",Information Technology,US Equity,Common stocks,Small cap,"$309,887,635","1,267,354",Analyze
HLLY,Holley Inc.,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$280,232,940","728,545",Analyze
CPS,Cooper Standard Holdings Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$226,681,384","153,517",Analyze
CVGI,Commercial Vehicle Group Inc,Industrials,US Equity,Common stocks,Micro cap,"$223,081,689","149,022",Analyze
KNDI,Kandi Technologies Group,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$186,217,329","167,837",Analyze
XL,XL Fleet Corp. Class A,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$181,592,034","2,723,512",Analyze
CAAS,China Automotive Systems Inc.,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$179,066,734","110,651",Analyze
SUP,"Superior Industries International, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,"$146,697,559","193,403",Analyze
WPRT,Westport Fuel Systems Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$142,524,233","473,114",Analyze
MPAA,Motorcar Parts Of America Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$131,956,744","835,710",Analyze
STRT,Strattec Security Corp,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$88,734,439","5,226",Analyze
RMO,"Romeo Power, Inc. Class A",Industrials,US Equity,Common stocks,Micro cap,"$65,068,023","1,899,072",Analyze
LIDR,"AEye, Inc. - Class A",Information Technology,US Equity,Common stocks,Micro cap,"$61,226,947","578,321",Analyze
HZN,Horizon Global Corp,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$48,809,661","88,599",Analyze
SYPR,Sypris Solutions Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$44,836,120","21,668",Analyze
FRSX,Foresight Autonomous Holdings Ltd. ADRs,Real Estate,US Equity,ADRs,Micro cap,"$29,746,417","140,887",Analyze
WKSP,"Worksport, Ltd",Consumer Discretionary,US Equity,Common stocks,Micro cap,"$24,564,533","47,904",Analyze
UFAB,Unique Fabricating Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$2,522,627","429,565",Analyze
HTGC,Hercules Capital Inc.,Financials,US Equity,BDCs,Small cap,"$1,662,330,797","2,716,434",Analyze
GSBD,Goldman Sachs BDC Inc,Financials,US Equity,BDCs,Small cap,"$1,413,683,967","964,212",Analyze
MRCC,Monroe Capital Corp,Financials,US Equity,BDCs,Micro cap,"$155,997,648","72,257",Analyze
HDB,HDFC Bank Ltd ADRs,Financials,US Equity,ADRs,Large cap,"$117,939,043,716","1,640,185",Analyze
IBN,ICICI Bank Ltd ADRs,Financials,US Equity,ADRs,Large cap,"$72,462,263,616","5,843,233",Analyze
USB,US Bancorp,Financials,US Equity,Common stocks,Large cap,"$53,704,540,045","23,537,826",Analyze
PNC,"PNC Financial Services Group, Inc.",Financials,US Equity,Common stocks,Large cap,"$48,813,182,079","5,719,338",Analyze
TFC,Truist Financial Corporation,Financials,US Equity,Common stocks,Large cap,"$43,257,522,438","25,309,787",Analyze
LYG,Lloyds Banking Group PLC ADRs,Financials,US Equity,ADRs,Large cap,"$37,467,655,191","16,594,668",Analyze
MFG,Mizuho Financial Group Inc ADRs,Financials,US Equity,ADRs,Large cap,"$35,549,498,516","1,749,384",Analyze
BBD,Banco Bradesco SA ADRs,Financials,US Equity,ADRs,Large cap,"$21,962,470,362","31,480,098",Analyze
BBDO,Banco Bradesco SA ADRs,Financials,US Equity,ADRs,Large cap,"$21,962,470,362","32,746",Analyze
ITUB,Itau Unibanco Holding SA ADRs of Preferred Shares,Financials,US Equity,ADRs,Large cap,"$20,982,508,802","40,128,663",Analyze
DB,Deutsche Bank AG,Financials,US Equity,Common stocks,Large cap,"$19,944,360,714","6,640,433",Analyze
MTB,M&T Bank Corp,Financials,US Equity,Common stocks,Large cap,"$18,883,113,045","3,188,132",Analyze
FITB,Fifth Third Bancorp,Financials,US Equity,Common stocks,Large cap,"$17,257,910,742","15,101,959",Analyze
RF,Regions Financial Corp,Financials,US Equity,Common stocks,Large cap,"$16,382,866,145","21,342,674",Analyze
HBAN,Huntington Bancshares Inc,Financials,US Equity,Common stocks,Large cap,"$15,482,119,369","33,864,222",Analyze
KB,KB Financial Group Inc ADRs,Financials,US Equity,ADRs,Large cap,"$15,264,127,548","262,401",Analyze
CFG,Citizens Financial Group Inc,Financials,US Equity,Common stocks,Large cap,"$14,475,986,804","9,769,483",Analyze
SHG,Shinhan Financial Group Co Ltd ADRs,Financials,US Equity,ADRs,Large cap,"$13,828,772,739","205,004",Analyze
BAP,Credicorp Ltd,Financials,US Equity,Common stocks,Large cap,"$11,784,576,101","539,262",Analyze
KEY,Keycorp,Financials,US Equity,Common stocks,Large cap,"$10,501,673,486","40,593,006",Analyze
BCH,Banco de Chile ADRs,Financials,US Equity,ADRs,Mid cap,"$9,424,893,676","220,824",Analyze
FHN,First Horizon National Corp,Financials,US Equity,Common stocks,Mid cap,"$8,479,485,744","15,330,597",Analyze
BSAC,Banco Santander Chile ADRs,Financials,US Equity,ADRs,Mid cap,"$8,023,093,849","1,250,734",Analyze
FCNCA,First Citizens Bancshares Inc Class A,Financials,US Equity,Common stocks,Mid cap,"$7,953,937,573","262,179",Analyze
CBSH,Commerce Bancshares Inc,Financials,US Equity,Common stocks,Mid cap,"$7,063,790,766","672,804",Analyze
BSBR,Banco Santander Brasil ADRs,Financials,US Equity,ADRs,Mid cap,"$6,871,190,765","2,216,556",Analyze
WBS,Webster Financial Corp,Financials,US Equity,Common stocks,Mid cap,"$6,549,683,629","2,604,657",Analyze
CFR,Cullen Frost Bankers Inc,Financials,US Equity,Common stocks,Mid cap,"$6,299,720,962","1,029,617",Analyze
SIVB,SVB Financial Group,Financials,US Equity,Common stocks,Mid cap,"$6,277,666,087","2,471,402",Analyze
WF,Woori Financial Group Inc. ADRs,Financials,US Equity,ADRs,Mid cap,"$6,251,613,256","59,636",Analyze
NYCB,New York Community Bancorp,Financials,US Equity,Common stocks,Mid cap,"$5,879,779,900","26,148,844",Analyze
PB,Prosperity Bancshares Inc,Financials,US Equity,Common stocks,Mid cap,"$5,502,257,140","1,161,805",Analyze
BOKF,BOK Financial Corp,Financials,US Equity,Common stocks,Mid cap,"$5,460,881,958","298,855",Analyze
SSB,South State Corp,Financials,US Equity,Common stocks,Mid cap,"$5,394,998,888","2,059,252",Analyze
CMA,Comerica Inc,Financials,US Equity,Common stocks,Mid cap,"$5,352,617,602","6,318,562",Analyze
UBSI,United Bankshares Inc,Financials,US Equity,Common stocks,Mid cap,"$4,776,724,217","1,056,221",Analyze
GBCI,Glacier Bancorp Inc,Financials,US Equity,Common stocks,Mid cap,"$4,619,405,648","1,080,968",Analyze
VLY,Valley National,Financials,US Equity,Common stocks,Mid cap,"$4,600,205,913","6,034,544",Analyze
FFIN,First Financial Bankshares Inc,Financials,US Equity,Common stocks,Mid cap,"$4,419,450,496","1,040,753",Analyze
HOMB,Home Bancshares Inc,Financials,US Equity,Common stocks,Mid cap,"$4,338,868,175","1,782,574",Analyze
BSMX,Santander Mexico ADRs,Financials,US Equity,ADRs,Mid cap,"$4,332,781,514","91,175",Analyze
WTFC,Wintrust Financial Corp,Financials,US Equity,Common stocks,Mid cap,"$4,249,775,892","965,988",Analyze
SBNY,Signature Bank,Financials,US Equity,Common stocks,Mid cap,"$4,244,281,090","5,099,993",Analyze
SNV,Synovus Financial Corp,Financials,US Equity,Common stocks,Mid cap,"$4,173,970,787","3,104,337",Analyze
ONB,Old National Bancorp,Financials,US Equity,Common stocks,Mid cap,"$4,086,275,850","3,166,055",Analyze
ZION,Zions Bancorporation,Financials,US Equity,Common stocks,Mid cap,"$4,080,415,379","6,681,587",Analyze
FNB,FNB Corp,Financials,US Equity,Common stocks,Mid cap,"$4,060,698,383","3,945,148",Analyze
PNFP,Pinnacle Financial Partners Inc,Financials,US Equity,Common stocks,Mid cap,"$4,024,428,099","1,277,938",Analyze
OZK,Bank of the Ozarks,Financials,US Equity,Common stocks,Mid cap,"$4,018,125,700","2,348,799",Analyze
BPOP,Popular Inc,Financials,US Equity,Common stocks,Mid cap,"$3,787,404,760","1,416,168",Analyze
UMPQ,Umpqua Holdings Corp,Financials,US Equity,Common stocks,Mid cap,"$3,641,342,720","24,809,230",Analyze
TFSL,TFS Financial Corp,Financials,US Equity,Common stocks,Mid cap,"$3,448,025,679","448,444",Analyze
WAL,Western Alliance,Financials,US Equity,Common stocks,Mid cap,"$3,425,463,063","18,489,597",Analyze
UCBI,United Community Banks Inc,Financials,US Equity,Common stocks,Mid cap,"$3,110,461,684","1,069,276",Analyze
HWC,Hancock Whitney Corp,Financials,US Equity,Common stocks,Mid cap,"$3,053,693,748","904,578",Analyze
FIBK,First Interstate Bancsystem Inc Class A,Financials,US Equity,Common stocks,Mid cap,"$3,035,060,022","1,166,295",Analyze
INDB,Independent Bank Corp,Financials,US Equity,Common stocks,Mid cap,"$2,941,833,473","426,695",Analyze
SFBS,Servisfirst Bancshares Inc,Financials,US Equity,Common stocks,Mid cap,"$2,905,410,479","374,737",Analyze
UMBF,UMB Financial Corp,Financials,US Equity,Common stocks,Mid cap,"$2,846,228,803","505,598",Analyze
CBU,Community Bank System Inc,Financials,US Equity,Common stocks,Mid cap,"$2,786,545,672","402,451",Analyze
BANF,Bancfirst Corp,Financials,US Equity,Common stocks,Mid cap,"$2,677,329,354","195,282",Analyze
ASB,Associated Bancorp,Financials,US Equity,Common stocks,Mid cap,"$2,664,334,796","2,903,109",Analyze
IFS,Intercorp Financial Services Inc.,Financials,US Equity,Common stocks,Mid cap,"$2,620,662,904","89,060",Analyze
FHB,First Hawaiian Inc,Financials,US Equity,Common stocks,Mid cap,"$2,619,307,261","1,202,100",Analyze
IBOC,International Bancshares Corp,Financials,US Equity,Common stocks,Mid cap,"$2,585,836,348","464,595",Analyze
CIB,Bancolombia SA ADRs,Financials,US Equity,ADRs,Mid cap,"$2,553,361,344","407,268",Analyze
AUB,Atlantic Union Bankshares Corporation,Financials,US Equity,Common stocks,Mid cap,"$2,549,287,802","1,800,228",Analyze
ABCB,Ameris Bancorp,Financials,US Equity,Common stocks,Mid cap,"$2,454,843,069","636,368",Analyze
CATY,Cathay General Bancorp,Financials,US Equity,Common stocks,Mid cap,"$2,453,848,959","661,063",Analyze
CVBF,CVB Financial Corporation,Financials,US Equity,Common stocks,Mid cap,"$2,395,332,340","1,344,587",Analyze
TCBI,Texas Capital Bancshares Inc,Financials,US Equity,Common stocks,Mid cap,"$2,363,113,365","905,622",Analyze
FULT,Fulton Financial Corp,Financials,US Equity,Common stocks,Mid cap,"$2,287,383,866","1,578,103",Analyze
WSFS,WSFS Financial Corp,Financials,US Equity,Common stocks,Mid cap,"$2,277,501,032","389,441",Analyze
ITCB,Itau CorpBanca ADRs,Financials,US Equity,ADRs,Mid cap,"$2,258,561,461","18,628",Analyze
FRC,First Republic Bank,Financials,US Equity,Common stocks,Mid cap,"$2,250,974,542","79,273,288",Analyze
PPBI,Pacfic Premier Bancorp Inc,Financials,US Equity,Common stocks,Mid cap,"$2,240,646,419","938,736",Analyze
SFNC,Simmons First National Corp,Financials,US Equity,Common stocks,Mid cap,"$2,190,861,955","894,663",Analyze
AX,Axos Financial Inc,Financials,US Equity,Common stocks,Mid cap,"$2,182,225,786","820,241",Analyze
FFBC,First Financial Bancorp,Financials,US Equity,Common stocks,Mid cap,"$2,108,092,036","583,288",Analyze
